ORCA_URN	AnalyzedText	ExemplarUrn	Analysis	TextDeformation	Sequence
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4104	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@καὶ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.14	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	4104
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4105	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@διέταξεν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.15	urn:cite2:fufolio:tokenTypes.v1:word	διέταξεν	4105
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4106	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@αὐτὸς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.16	urn:cite2:fufolio:tokenTypes.v1:word	αὐτὸς	4106
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4107	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@ἀθλοθέτης[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.17	urn:cite2:fufolio:tokenTypes.v1:word	ἀθλοθέτης	4107
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4108	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@αἱρεθείς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.18	urn:cite2:fufolio:tokenTypes.v1:word	αἱρεθείς	4108
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4109	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@,[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.19	urn:cite2:fufolio:tokenTypes.v1:punc	,	4109
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4110	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@καθότι[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.20	urn:cite2:fufolio:tokenTypes.v1:word	καθότι	4110
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4111	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@χρὴ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.21	urn:cite2:fufolio:tokenTypes.v1:word	χρὴ	4111
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4112	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@τοὺς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.22	urn:cite2:fufolio:tokenTypes.v1:word	τοὺς	4112
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4113	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@ἀγωνιζομένους[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.23	urn:cite2:fufolio:tokenTypes.v1:word	ἀγωνιζομένους	4113
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4114	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@αὐλεῖν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.24	urn:cite2:fufolio:tokenTypes.v1:word	αὐλεῖν	4114
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4115	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@ἢ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.25	urn:cite2:fufolio:tokenTypes.v1:word	ἢ	4115
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4116	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@ᾄδειν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.26	urn:cite2:fufolio:tokenTypes.v1:word	ᾄδειν	4116
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4117	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@ἢ[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.27	urn:cite2:fufolio:tokenTypes.v1:word	ἢ	4117
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4118	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@κιθαρίζειν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.28	urn:cite2:fufolio:tokenTypes.v1:word	κιθαρίζειν	4118
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4119	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@.[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.29	urn:cite2:fufolio:tokenTypes.v1:punc	.	4119
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4120	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@ἐθεῶντο[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.30	urn:cite2:fufolio:tokenTypes.v1:word	ἐθεῶντο	4120
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4121	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@δὲ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.31	urn:cite2:fufolio:tokenTypes.v1:word	δὲ	4121
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4122	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@καὶ[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.32	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	4122
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4123	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@τότε[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.33	urn:cite2:fufolio:tokenTypes.v1:word	τότε	4123
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4124	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@καὶ[3]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.34	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	4124
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4125	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@τὸν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.35	urn:cite2:fufolio:tokenTypes.v1:word	τὸν	4125
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4126	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@ἄλλον[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.36	urn:cite2:fufolio:tokenTypes.v1:word	ἄλλον	4126
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4127	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@χρόνον[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.37	urn:cite2:fufolio:tokenTypes.v1:word	χρόνον	4127
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4128	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@ἐν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.38	urn:cite2:fufolio:tokenTypes.v1:word	ἐν	4128
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4129	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@Ὠιδείῳ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.39	urn:cite2:fufolio:tokenTypes.v1:word	Ὠιδείῳ	4129
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4130	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@τοὺς[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.40	urn:cite2:fufolio:tokenTypes.v1:word	τοὺς	4130
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4131	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@μουσικοὺς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.41	urn:cite2:fufolio:tokenTypes.v1:word	μουσικοὺς	4131
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4132	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@ἀγῶνας[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.42	urn:cite2:fufolio:tokenTypes.v1:word	ἀγῶνας	4132
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4133	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.11@.[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.11.43	urn:cite2:fufolio:tokenTypes.v1:punc	.	4133
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4134	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@Τὰ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.1	urn:cite2:fufolio:tokenTypes.v1:word	Τὰ	4134
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4135	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@δὲ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.2	urn:cite2:fufolio:tokenTypes.v1:word	δὲ	4135
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4136	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@Προπύλαια[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.3	urn:cite2:fufolio:tokenTypes.v1:word	Προπύλαια	4136
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4137	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@τῆς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.4	urn:cite2:fufolio:tokenTypes.v1:word	τῆς	4137
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4138	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@ἀκροπόλεως[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.5	urn:cite2:fufolio:tokenTypes.v1:word	ἀκροπόλεως	4138
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4139	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@ἐξειργάσθη[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.6	urn:cite2:fufolio:tokenTypes.v1:word	ἐξειργάσθη	4139
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4140	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@μὲν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.7	urn:cite2:fufolio:tokenTypes.v1:word	μὲν	4140
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4141	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@ἐν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.8	urn:cite2:fufolio:tokenTypes.v1:word	ἐν	4141
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4142	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@πενταετίᾳ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.9	urn:cite2:fufolio:tokenTypes.v1:word	πενταετίᾳ	4142
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4143	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@Μνησικλέους[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.10	urn:cite2:fufolio:tokenTypes.v1:word	Μνησικλέους	4143
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4144	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@ἀρχιτεκτονοῦντος[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.11	urn:cite2:fufolio:tokenTypes.v1:word	ἀρχιτεκτονοῦντος	4144
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4145	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@,[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.12	urn:cite2:fufolio:tokenTypes.v1:punc	,	4145
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4146	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@τύχη[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.13	urn:cite2:fufolio:tokenTypes.v1:word	τύχη	4146
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4147	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@δὲ[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.14	urn:cite2:fufolio:tokenTypes.v1:word	δὲ	4147
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4148	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@θαυμαστὴ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.15	urn:cite2:fufolio:tokenTypes.v1:word	θαυμαστὴ	4148
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4149	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@συμβᾶσα[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.16	urn:cite2:fufolio:tokenTypes.v1:word	συμβᾶσα	4149
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4150	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@περὶ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.17	urn:cite2:fufolio:tokenTypes.v1:word	περὶ	4150
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4151	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@τὴν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.18	urn:cite2:fufolio:tokenTypes.v1:word	τὴν	4151
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4152	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@οἰκοδομίαν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.19	urn:cite2:fufolio:tokenTypes.v1:word	οἰκοδομίαν	4152
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4153	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@ἐμήνυσε[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.20	urn:cite2:fufolio:tokenTypes.v1:word	ἐμήνυσε	4153
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4154	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@τὴν[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.21	urn:cite2:fufolio:tokenTypes.v1:word	τὴν	4154
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4155	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@θεὸν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.22	urn:cite2:fufolio:tokenTypes.v1:word	θεὸν	4155
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4156	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@οὐκ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.23	urn:cite2:fufolio:tokenTypes.v1:word	οὐκ	4156
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4157	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@ἀποστατοῦσαν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.24	urn:cite2:fufolio:tokenTypes.v1:word	ἀποστατοῦσαν	4157
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4158	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@,[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.25	urn:cite2:fufolio:tokenTypes.v1:punc	,	4158
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4159	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@ἀλλὰ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.26	urn:cite2:fufolio:tokenTypes.v1:word	ἀλλὰ	4159
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4160	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@συνεφαπτομένην[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.27	urn:cite2:fufolio:tokenTypes.v1:word	συνεφαπτομένην	4160
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4161	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@τοῦ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.28	urn:cite2:fufolio:tokenTypes.v1:word	τοῦ	4161
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4162	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@ἔργου[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.29	urn:cite2:fufolio:tokenTypes.v1:word	ἔργου	4162
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4163	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@καὶ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.30	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	4163
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4164	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@συνεπιτελοῦσαν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.31	urn:cite2:fufolio:tokenTypes.v1:word	συνεπιτελοῦσαν	4164
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4165	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.12@.[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.12.32	urn:cite2:fufolio:tokenTypes.v1:punc	.	4165
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4166	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@ὁ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.1	urn:cite2:fufolio:tokenTypes.v1:word	ὁ	4166
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4167	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@γὰρ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.2	urn:cite2:fufolio:tokenTypes.v1:word	γὰρ	4167
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4168	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@ἐνεργότατος[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.3	urn:cite2:fufolio:tokenTypes.v1:word	ἐνεργότατος	4168
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4169	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@καὶ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.4	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	4169
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4170	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@προθυμότατος[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.5	urn:cite2:fufolio:tokenTypes.v1:word	προθυμότατος	4170
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4171	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@τῶν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.6	urn:cite2:fufolio:tokenTypes.v1:word	τῶν	4171
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4172	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@τεχνιτῶν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.7	urn:cite2:fufolio:tokenTypes.v1:word	τεχνιτῶν	4172
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4173	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@ἀποσφαλεὶς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.8	urn:cite2:fufolio:tokenTypes.v1:word	ἀποσφαλεὶς	4173
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4174	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@ἐξ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.9	urn:cite2:fufolio:tokenTypes.v1:word	ἐξ	4174
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4175	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@ὕψους[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.10	urn:cite2:fufolio:tokenTypes.v1:word	ὕψους	4175
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4176	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@ἔπεσε[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.11	urn:cite2:fufolio:tokenTypes.v1:word	ἔπεσε	4176
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4177	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@καὶ[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.12	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	4177
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4178	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@διέκειτο[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.13	urn:cite2:fufolio:tokenTypes.v1:word	διέκειτο	4178
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4179	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@μοχθηρῶς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.14	urn:cite2:fufolio:tokenTypes.v1:word	μοχθηρῶς	4179
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4180	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@,[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.15	urn:cite2:fufolio:tokenTypes.v1:punc	,	4180
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4181	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@ὑπὸ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.16	urn:cite2:fufolio:tokenTypes.v1:word	ὑπὸ	4181
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4182	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@τῶν[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.17	urn:cite2:fufolio:tokenTypes.v1:word	τῶν	4182
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4183	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@ἰατρῶν[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.18	urn:cite2:fufolio:tokenTypes.v1:word	ἰατρῶν	4183
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4184	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@ἀπεγνωσμένος[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.19	urn:cite2:fufolio:tokenTypes.v1:word	ἀπεγνωσμένος	4184
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4185	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@.[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.20	urn:cite2:fufolio:tokenTypes.v1:punc	.	4185
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4186	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@ἀθυμοῦντος[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.21	urn:cite2:fufolio:tokenTypes.v1:word	ἀθυμοῦντος	4186
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4187	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@δὲ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.22	urn:cite2:fufolio:tokenTypes.v1:word	δὲ	4187
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4188	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@τοῦ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.23	urn:cite2:fufolio:tokenTypes.v1:word	τοῦ	4188
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4189	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@Περικλέους[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.24	urn:cite2:fufolio:tokenTypes.v1:word	Περικλέους	4189
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4190	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@,[2]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.25	urn:cite2:fufolio:tokenTypes.v1:punc	,	4190
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4191	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@ἡ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.26	urn:cite2:fufolio:tokenTypes.v1:word	ἡ	4191
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4192	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@θεὸς[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.27	urn:cite2:fufolio:tokenTypes.v1:word	θεὸς	4192
urn:cite2:fufolio:PlutPericles_SyntaxTokens_ORCA.v1:4193	urn:cts:greekLit:tlg0007.tlg012.ziegler:13.13@ὄναρ[1]	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:13.13.28	urn:cite2:fufolio:tokenTypes.v1:word	ὄναρ	4193
