Urn	AnalyzedText	TokenType	TextDeformation	EditorialStatus	DiscourseLevel	ExemplarUrn	Sequence
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_7_77_76	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.7@,[5]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.7.77	5213
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_7_78_77	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.7@ὥσπερ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ὥσπερ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.7.78	5214
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_7_79_78	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.7@ἦν[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἦν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.7.79	5215
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_7_80_79	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.7@καὶ[8]	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.7.80	5216
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_7_81_80	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.7@Περικλεῖ[1]	urn:cite2:fufolio:tokenTypes.v1:word	Περικλεῖ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.7.81	5217
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_7_82_81	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.7@,[6]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.7.82	5218
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_7_83_82	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.7@βοηθοῦντι[1]	urn:cite2:fufolio:tokenTypes.v1:word	βοηθοῦντι	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.7.83	5219
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_7_84_83	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.7@πολλοῖς[1]	urn:cite2:fufolio:tokenTypes.v1:word	πολλοῖς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.7.84	5220
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_7_85_84	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.7@τῶν[3]	urn:cite2:fufolio:tokenTypes.v1:word	τῶν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.7.85	5221
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_7_86_85	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.7@πενήτων[1]	urn:cite2:fufolio:tokenTypes.v1:word	πενήτων	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.7.86	5222
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_7_87_86	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.7@.[1]	urn:cite2:fufolio:tokenTypes.v1:punc	.	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.7.87	5223
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_1_0	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@καὶ[1]	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.1	5224
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_2_1	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@μέντοι[1]	urn:cite2:fufolio:tokenTypes.v1:word	μέντοι	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.2	5225
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_3_2	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@γε[1]	urn:cite2:fufolio:tokenTypes.v1:word	γε	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.3	5226
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_4_3	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@τὸν[1]	urn:cite2:fufolio:tokenTypes.v1:word	τὸν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.4	5227
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_5_4	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@Ἀναξαγόραν[1]	urn:cite2:fufolio:tokenTypes.v1:word	Ἀναξαγόραν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.5	5228
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_6_5	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@αὐτὸν[1]	urn:cite2:fufolio:tokenTypes.v1:word	αὐτὸν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.6	5229
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_7_6	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@λέγουσιν[1]	urn:cite2:fufolio:tokenTypes.v1:word	λέγουσιν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.7	5230
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_8_7	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@ἀσχολουμένου[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἀσχολουμένου	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.8	5231
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_9_8	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@Περικλέους[1]	urn:cite2:fufolio:tokenTypes.v1:word	Περικλέους	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.9	5232
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_10_9	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@ἀμελούμενον[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἀμελούμενον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.10	5233
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_11_10	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@κεῖσθαι[1]	urn:cite2:fufolio:tokenTypes.v1:word	κεῖσθαι	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.11	5234
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_12_11	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@συγκεκαλυμμένον[1]	urn:cite2:fufolio:tokenTypes.v1:word	συγκεκαλυμμένον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.12	5235
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_13_12	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@ἤδη[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἤδη	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.13	5236
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_14_13	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@γηραιὸν[1]	urn:cite2:fufolio:tokenTypes.v1:word	γηραιὸν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.14	5237
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_15_14	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@ἀποκαρτεροῦντα[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἀποκαρτεροῦντα	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.15	5238
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_16_15	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@,[1]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.16	5239
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_17_16	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@προσπεσόντος[1]	urn:cite2:fufolio:tokenTypes.v1:word	προσπεσόντος	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.17	5240
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_18_17	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@δὲ[1]	urn:cite2:fufolio:tokenTypes.v1:word	δὲ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.18	5241
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_19_18	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@τῷ[1]	urn:cite2:fufolio:tokenTypes.v1:word	τῷ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.19	5242
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_20_19	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@Περικλεῖ[1]	urn:cite2:fufolio:tokenTypes.v1:word	Περικλεῖ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.20	5243
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_21_20	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@τοῦ[1]	urn:cite2:fufolio:tokenTypes.v1:word	τοῦ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.21	5244
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_22_21	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@πράγματος[1]	urn:cite2:fufolio:tokenTypes.v1:word	πράγματος	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.22	5245
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_23_22	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@,[2]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.23	5246
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_24_23	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@ἐκπλαγέντα[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐκπλαγέντα	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.24	5247
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_25_24	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@θεῖν[1]	urn:cite2:fufolio:tokenTypes.v1:word	θεῖν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.25	5248
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_26_25	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@εὐθὺς[1]	urn:cite2:fufolio:tokenTypes.v1:word	εὐθὺς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.26	5249
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_27_26	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@ἐπὶ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐπὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.27	5250
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_28_27	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@τὸν[2]	urn:cite2:fufolio:tokenTypes.v1:word	τὸν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.28	5251
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_29_28	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@ἄνδρα[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἄνδρα	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.29	5252
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_30_29	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@καὶ[2]	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.30	5253
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_31_30	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@δεῖσθαι[1]	urn:cite2:fufolio:tokenTypes.v1:word	δεῖσθαι	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.31	5254
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_32_31	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@πᾶσαν[1]	urn:cite2:fufolio:tokenTypes.v1:word	πᾶσαν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.32	5255
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_33_32	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@δέησιν[1]	urn:cite2:fufolio:tokenTypes.v1:word	δέησιν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.33	5256
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_34_33	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@,[3]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.34	5257
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_35_34	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@ὀλοφυρόμενον[1]	urn:cite2:fufolio:tokenTypes.v1:word	ὀλοφυρόμενον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.35	5258
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_36_35	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@οὐκ[1]	urn:cite2:fufolio:tokenTypes.v1:word	οὐκ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.36	5259
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_37_36	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@ἐκεῖνον[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐκεῖνον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.37	5260
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_38_37	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@,[4]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.38	5261
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_39_38	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@ἀλλ'[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἀλλ'	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.39	5262
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_40_39	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@ἑαυτόν[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἑαυτόν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.40	5263
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_41_40	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@,[5]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.41	5264
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_42_41	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@εἰ[1]	urn:cite2:fufolio:tokenTypes.v1:word	εἰ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.42	5265
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_43_42	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@τοιοῦτον[1]	urn:cite2:fufolio:tokenTypes.v1:word	τοιοῦτον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.43	5266
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_44_43	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@ἀπολεῖ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἀπολεῖ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.44	5267
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_45_44	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@τῆς[1]	urn:cite2:fufolio:tokenTypes.v1:word	τῆς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.45	5268
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_46_45	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@πολιτείας[1]	urn:cite2:fufolio:tokenTypes.v1:word	πολιτείας	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.46	5269
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_47_46	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@σύμβουλον[1]	urn:cite2:fufolio:tokenTypes.v1:word	σύμβουλον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.47	5270
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_8_48_47	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.8@.[1]	urn:cite2:fufolio:tokenTypes.v1:punc	.	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.8.48	5271
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_9_1_0	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.9@ἐκκαλυψάμενον[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐκκαλυψάμενον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.9.1	5272
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_9_2_1	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.9@οὖν[1]	urn:cite2:fufolio:tokenTypes.v1:word	οὖν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.9.2	5273
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_9_3_2	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.9@τὸν[1]	urn:cite2:fufolio:tokenTypes.v1:word	τὸν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.9.3	5274
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_9_4_3	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.9@Ἀναξαγόραν[1]	urn:cite2:fufolio:tokenTypes.v1:word	Ἀναξαγόραν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.9.4	5275
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_9_5_4	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.9@εἰπεῖν[1]	urn:cite2:fufolio:tokenTypes.v1:word	εἰπεῖν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.9.5	5276
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_9_6_5	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.9@πρὸς[1]	urn:cite2:fufolio:tokenTypes.v1:word	πρὸς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.9.6	5277
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_9_7_6	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.9@αὐτόν[1]	urn:cite2:fufolio:tokenTypes.v1:word	αὐτόν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.9.7	5278
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_9_8_7	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.9@·[1]	urn:cite2:fufolio:tokenTypes.v1:punc	·	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.9.8	5279
urn:cite2:fufolio:PlutPericles_SyntaxTokens.v1:16_9_9_8	urn:cts:greekLit:tlg0007.tlg012.ziegler:16.9@ὦ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ὦ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:discourse.v1:internalQuote	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:16.9.9	5280
