Urn	AnalyzedText	TokenType	TextDeformation	EditorialStatus	DiscourseLevel	ExemplarUrn	Sequence
urn:cite2:fufolio:syntaxToken0007_0012.v1:157	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.1@φάρμακα[1]	urn:cite2:fufolio:tokenTypes.v1:word	φάρμακα	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.1.158	4698
urn:cite2:fufolio:syntaxToken0007_0012.v1:158	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.1@προσφέροντα[1]	urn:cite2:fufolio:tokenTypes.v1:word	προσφέροντα	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.1.159	4699
urn:cite2:fufolio:syntaxToken0007_0012.v1:159	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.1@σωτήρια[1]	urn:cite2:fufolio:tokenTypes.v1:word	σωτήρια	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.1.160	4700
urn:cite2:fufolio:syntaxToken0007_0012.v1:160	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.1@.[1]	urn:cite2:fufolio:tokenTypes.v1:punc	.	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.1.161	4701
urn:cite2:fufolio:syntaxToken0007_0012.v1:0	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@παντοδαπῶν[1]	urn:cite2:fufolio:tokenTypes.v1:word	παντοδαπῶν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.1	4702
urn:cite2:fufolio:syntaxToken0007_0012.v1:1	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@γὰρ[1]	urn:cite2:fufolio:tokenTypes.v1:word	γὰρ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.2	4703
urn:cite2:fufolio:syntaxToken0007_0012.v1:2	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ὡς[1]	urn:cite2:fufolio:tokenTypes.v1:word	ὡς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.3	4704
urn:cite2:fufolio:syntaxToken0007_0012.v1:3	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@εἰκὸς[1]	urn:cite2:fufolio:tokenTypes.v1:word	εἰκὸς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.4	4705
urn:cite2:fufolio:syntaxToken0007_0012.v1:4	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@παθῶν[1]	urn:cite2:fufolio:tokenTypes.v1:word	παθῶν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.5	4706
urn:cite2:fufolio:syntaxToken0007_0012.v1:5	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ἐν[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.6	4707
urn:cite2:fufolio:syntaxToken0007_0012.v1:6	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ὄχλῳ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ὄχλῳ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.7	4708
urn:cite2:fufolio:syntaxToken0007_0012.v1:7	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@τοσαύτην[1]	urn:cite2:fufolio:tokenTypes.v1:word	τοσαύτην	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.8	4709
urn:cite2:fufolio:syntaxToken0007_0012.v1:8	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@τὸ[1]	urn:cite2:fufolio:tokenTypes.v1:word	τὸ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.9	4710
urn:cite2:fufolio:syntaxToken0007_0012.v1:9	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@μέγεθος[1]	urn:cite2:fufolio:tokenTypes.v1:word	μέγεθος	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.10	4711
urn:cite2:fufolio:syntaxToken0007_0012.v1:10	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ἀρχὴν[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἀρχὴν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.11	4712
urn:cite2:fufolio:syntaxToken0007_0012.v1:11	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ἔχοντι[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἔχοντι	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.12	4713
urn:cite2:fufolio:syntaxToken0007_0012.v1:12	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@φυομένων[1]	urn:cite2:fufolio:tokenTypes.v1:word	φυομένων	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.13	4714
urn:cite2:fufolio:syntaxToken0007_0012.v1:13	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@,[1]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.14	4715
urn:cite2:fufolio:syntaxToken0007_0012.v1:14	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@μόνος[1]	urn:cite2:fufolio:tokenTypes.v1:word	μόνος	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.15	4716
urn:cite2:fufolio:syntaxToken0007_0012.v1:15	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ἐμμελῶς[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐμμελῶς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.16	4717
urn:cite2:fufolio:syntaxToken0007_0012.v1:16	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ἕκαστα[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἕκαστα	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.17	4718
urn:cite2:fufolio:syntaxToken0007_0012.v1:17	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@διαχειρίσασθαι[1]	urn:cite2:fufolio:tokenTypes.v1:word	διαχειρίσασθαι	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.18	4719
urn:cite2:fufolio:syntaxToken0007_0012.v1:18	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@πεφυκώς[1]	urn:cite2:fufolio:tokenTypes.v1:word	πεφυκώς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.19	4720
urn:cite2:fufolio:syntaxToken0007_0012.v1:19	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@,[2]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.20	4721
urn:cite2:fufolio:syntaxToken0007_0012.v1:20	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@μάλιστα[1]	urn:cite2:fufolio:tokenTypes.v1:word	μάλιστα	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.21	4722
urn:cite2:fufolio:syntaxToken0007_0012.v1:21	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@δ'[1]	urn:cite2:fufolio:tokenTypes.v1:word	δ'	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.22	4723
urn:cite2:fufolio:syntaxToken0007_0012.v1:22	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ἐλπίσι[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐλπίσι	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.23	4724
urn:cite2:fufolio:syntaxToken0007_0012.v1:23	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@καὶ[1]	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.24	4725
urn:cite2:fufolio:syntaxToken0007_0012.v1:24	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@φόβοις[1]	urn:cite2:fufolio:tokenTypes.v1:word	φόβοις	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.25	4726
urn:cite2:fufolio:syntaxToken0007_0012.v1:25	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ὥσπερ[1]	urn:cite2:fufolio:tokenTypes.v1:word	ὥσπερ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.26	4727
urn:cite2:fufolio:syntaxToken0007_0012.v1:26	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@οἴαξι[1]	urn:cite2:fufolio:tokenTypes.v1:word	οἴαξι	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.27	4728
urn:cite2:fufolio:syntaxToken0007_0012.v1:27	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@συστέλλων[1]	urn:cite2:fufolio:tokenTypes.v1:word	συστέλλων	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.28	4729
urn:cite2:fufolio:syntaxToken0007_0012.v1:28	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@τὸ[2]	urn:cite2:fufolio:tokenTypes.v1:word	τὸ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.29	4730
urn:cite2:fufolio:syntaxToken0007_0012.v1:29	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@θρασυνόμενον[1]	urn:cite2:fufolio:tokenTypes.v1:word	θρασυνόμενον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.30	4731
urn:cite2:fufolio:syntaxToken0007_0012.v1:30	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@αὐτῶν[1]	urn:cite2:fufolio:tokenTypes.v1:word	αὐτῶν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.31	4732
urn:cite2:fufolio:syntaxToken0007_0012.v1:31	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@καὶ[2]	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.32	4733
urn:cite2:fufolio:syntaxToken0007_0012.v1:32	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@τὸ[3]	urn:cite2:fufolio:tokenTypes.v1:word	τὸ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.33	4734
urn:cite2:fufolio:syntaxToken0007_0012.v1:33	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@δύσθυμον[1]	urn:cite2:fufolio:tokenTypes.v1:word	δύσθυμον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.34	4735
urn:cite2:fufolio:syntaxToken0007_0012.v1:34	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ἀνιεὶς[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἀνιεὶς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.35	4736
urn:cite2:fufolio:syntaxToken0007_0012.v1:35	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@καὶ[3]	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.36	4737
urn:cite2:fufolio:syntaxToken0007_0012.v1:36	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@παραμυθούμενος[1]	urn:cite2:fufolio:tokenTypes.v1:word	παραμυθούμενος	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.37	4738
urn:cite2:fufolio:syntaxToken0007_0012.v1:37	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@,[3]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.38	4739
urn:cite2:fufolio:syntaxToken0007_0012.v1:38	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ἔδειξε[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἔδειξε	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.39	4740
urn:cite2:fufolio:syntaxToken0007_0012.v1:39	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@τὴν[1]	urn:cite2:fufolio:tokenTypes.v1:word	τὴν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.40	4741
urn:cite2:fufolio:syntaxToken0007_0012.v1:40	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ῥητορικὴν[1]	urn:cite2:fufolio:tokenTypes.v1:word	ῥητορικὴν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.41	4742
urn:cite2:fufolio:syntaxToken0007_0012.v1:41	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@κατὰ[1]	urn:cite2:fufolio:tokenTypes.v1:word	κατὰ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.42	4743
urn:cite2:fufolio:syntaxToken0007_0012.v1:42	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@Πλάτωνα[1]	urn:cite2:fufolio:tokenTypes.v1:word	Πλάτωνα	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.43	4744
urn:cite2:fufolio:syntaxToken0007_0012.v1:43	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ψυχαγωγίαν[1]	urn:cite2:fufolio:tokenTypes.v1:word	ψυχαγωγίαν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.44	4745
urn:cite2:fufolio:syntaxToken0007_0012.v1:44	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@οὖσαν[1]	urn:cite2:fufolio:tokenTypes.v1:word	οὖσαν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.45	4746
urn:cite2:fufolio:syntaxToken0007_0012.v1:45	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@καὶ[4]	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.46	4747
urn:cite2:fufolio:syntaxToken0007_0012.v1:46	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@μέγιστον[1]	urn:cite2:fufolio:tokenTypes.v1:word	μέγιστον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.47	4748
urn:cite2:fufolio:syntaxToken0007_0012.v1:47	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ἔργον[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἔργον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.48	4749
urn:cite2:fufolio:syntaxToken0007_0012.v1:48	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@αὐτῆς[1]	urn:cite2:fufolio:tokenTypes.v1:word	αὐτῆς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.49	4750
urn:cite2:fufolio:syntaxToken0007_0012.v1:49	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@τὴν[2]	urn:cite2:fufolio:tokenTypes.v1:word	τὴν	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.50	4751
urn:cite2:fufolio:syntaxToken0007_0012.v1:50	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@περὶ[1]	urn:cite2:fufolio:tokenTypes.v1:word	περὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.51	4752
urn:cite2:fufolio:syntaxToken0007_0012.v1:51	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@τὰ[1]	urn:cite2:fufolio:tokenTypes.v1:word	τὰ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.52	4753
urn:cite2:fufolio:syntaxToken0007_0012.v1:52	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ἤθη[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἤθη	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.53	4754
urn:cite2:fufolio:syntaxToken0007_0012.v1:53	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@καὶ[5]	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.54	4755
urn:cite2:fufolio:syntaxToken0007_0012.v1:54	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@πάθη[1]	urn:cite2:fufolio:tokenTypes.v1:word	πάθη	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.55	4756
urn:cite2:fufolio:syntaxToken0007_0012.v1:55	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@μέθοδον[1]	urn:cite2:fufolio:tokenTypes.v1:word	μέθοδον	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.56	4757
urn:cite2:fufolio:syntaxToken0007_0012.v1:56	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@,[4]	urn:cite2:fufolio:tokenTypes.v1:punc	,	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.57	4758
urn:cite2:fufolio:syntaxToken0007_0012.v1:57	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ὥσπερ[2]	urn:cite2:fufolio:tokenTypes.v1:word	ὥσπερ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.58	4759
urn:cite2:fufolio:syntaxToken0007_0012.v1:58	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@τινὰς[1]	urn:cite2:fufolio:tokenTypes.v1:word	τινὰς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.59	4760
urn:cite2:fufolio:syntaxToken0007_0012.v1:59	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@τόνους[1]	urn:cite2:fufolio:tokenTypes.v1:word	τόνους	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.60	4761
urn:cite2:fufolio:syntaxToken0007_0012.v1:60	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@καὶ[6]	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.61	4762
urn:cite2:fufolio:syntaxToken0007_0012.v1:61	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@φθόγγους[1]	urn:cite2:fufolio:tokenTypes.v1:word	φθόγγους	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.62	4763
urn:cite2:fufolio:syntaxToken0007_0012.v1:62	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ψυχῆς[1]	urn:cite2:fufolio:tokenTypes.v1:word	ψυχῆς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.63	4764
urn:cite2:fufolio:syntaxToken0007_0012.v1:63	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@μάλ'[1]	urn:cite2:fufolio:tokenTypes.v1:word	μάλ'	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.64	4765
urn:cite2:fufolio:syntaxToken0007_0012.v1:64	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ἐμμελοῦς[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἐμμελοῦς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.65	4766
urn:cite2:fufolio:syntaxToken0007_0012.v1:65	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@ἁφῆς[1]	urn:cite2:fufolio:tokenTypes.v1:word	ἁφῆς	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.66	4767
urn:cite2:fufolio:syntaxToken0007_0012.v1:66	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@καὶ[7]	urn:cite2:fufolio:tokenTypes.v1:word	καὶ	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.67	4768
urn:cite2:fufolio:syntaxToken0007_0012.v1:67	urn:cts:greekLit:tlg0007.tlg012.ziegler:15.2@κρούσεως[1]	urn:cite2:fufolio:tokenTypes.v1:word	κρούσεως	urn:cite2:fufolio:editorialStatus.v1:default	urn:cite2:fufolio:tokdiscourse.v1:direct	urn:cts:greekLit:tlg0007.tlg012.ziegler.syntaxToken:15.2.68	4769
